frame,segment,x,y,z,roll,pitch,yaw,image,set_pose_ok,message_counter,image_sha256
69,8,0.19999999999999996,0.0,2.2,0.0,0.5,-3.5,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0069.png,True,491,506dbc29442c8a8a21775d6bf3addecd9238d20b3b044d904f60047b78bfe6ba
70,8,0.09999999999999998,0.0,2.2,0.0,0.5,-3.6,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0070.png,True,498,128c37b6cc504634cd3b13fa94dc5ceb25a13111f4f7bd9c0f7a46dd3725cb03
71,9,0.0,0.0,2.2,0.0,0.5,-3.7,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0071.png,True,505,36fc93cd6aa599ce71ee33142340d6c2898246e75527c5f0d35224317521dcb5
72,9,-0.09999999999999999,0.0857142857142857,2.2,0.0,0.5,-3.6202417142857146,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0072.png,True,512,5e4c9e96f29ff03e232dc4d8ad124a218319dd6f5e9055746e68024bfd30b17d
73,9,-0.19999999999999998,0.1714285714285714,2.2,0.0,0.5,-3.5404834285714286,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0073.png,True,520,bc7bec7996f56d550a07e93ae1c6418aaffecf1a6917701983d3f94aead79340
74,9,-0.3,0.2571428571428571,2.2,0.0,0.5,-3.460725142857143,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0074.png,True,527,e02082f5e027b90b4f81708c0318e9aa5a42d7273a2fb89348ec06f89bddeb33
75,9,-0.39999999999999997,0.3428571428571428,2.2,0.0,0.5,-3.380966857142857,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0075.png,True,533,1b9f61f28b79ba6fcc3d17c1b056035db62d31e74e4157a605c0d8ac6032a216
76,9,-0.5,0.42857142857142855,2.2,0.0,0.5,-3.3012085714285715,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0076.png,True,540,e6777b54e998732484a4a9b597f9165eed57961c2cee297f3607fe8c3627cc7e
77,9,-0.6,0.5142857142857142,2.2,0.0,0.5,-3.221450285714286,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0077.png,True,546,fd4b8c748506fffdf713415af16e6d3fbd50a81d1dd77c49646e7f9549883426
78,10,-0.7,0.6,2.2,0.0,0.5,-3.141692,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0078.png,True,552,036067c17d28301b1af11e3dbf85f78b6243e1a56b140ef4192fb6ecf2b68fdd
79,10,-0.8333333333333333,0.6,2.2,0.0,0.5,-3.068076666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0079.png,True,559,008a1acd720853d1def5494c955086be93c24ddbca56339e0045c73e35d8142c
80,10,-0.9666666666666666,0.6,2.2,0.0,0.5,-2.994461333333333,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0080.png,True,565,4aa978d3214b4a65b51fac7e09237ff3a074f3b16ef13024ea9cea1bcea963a6
81,10,-1.1,0.6,2.2,0.0,0.5,-2.920846,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0081.png,True,572,fe987ccd5de43b6f2e20d2c3b0cf11ed8e34f5f7415b217975f4501448b6f3cd
82,10,-1.2333333333333334,0.6,2.2,0.0,0.5,-2.847230666666667,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0082.png,True,579,988f53caa0aaa95d5ee5333121f17ea615d3f8060ac7fb05eec1bd23afec8e50
83,10,-1.3666666666666667,0.6,2.2,0.0,0.5,-2.7736153333333333,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0083.png,True,586,151a7cb86d7c462f544d6dfb87f8ab2a0b247e176ff210b57a02bb41d384bd98
84,11,-1.5,0.6,2.2,0.0,0.5,-2.7,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0084.png,True,593,5efc93b91f5a042e8318d3c49187cde38e3a5a38b12789afe8bea0bd9dc3170e
85,11,-1.56,0.576,2.2,0.0,0.492,-2.604,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0085.png,True,600,d8e3bceb4c39c078f3dd7b9d14b868e72121939589ed7e56093cb8dc238c6d63
86,11,-1.62,0.5519999999999999,2.2,0.0,0.484,-2.508,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0086.png,True,607,4c53cb6d7913c3cd92cb5c13fd24f0492190be30d4e1b40f10d3e1a1a8059241
87,11,-1.68,0.528,2.2,0.0,0.476,-2.412,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0087.png,True,614,dc40bd53371e0d02a1ce778ec78e7d865c27e8c776146e9f7553499c1472da78
88,11,-1.74,0.504,2.2,0.0,0.46799999999999997,-2.3160000000000003,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0088.png,True,621,ff1c7149c89f36856d7a2837b77f4688bec84d9799f64427f87b276a79718265
89,11,-1.8,0.48,2.2,0.0,0.45999999999999996,-2.22,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0089.png,True,628,a4f11a36499f9f9884a7c482a7f10408c5da973fbe874581980fcd4636738ff1
90,11,-1.8599999999999999,0.45599999999999996,2.2,0.0,0.452,-2.124,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0090.png,True,635,d00bd66382614863833ac36ce07f52baaadb8ae23f80ea18e914ac4b1207f3d6
91,11,-1.92,0.43199999999999994,2.2,0.0,0.444,-2.028,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0091.png,True,642,9b942b50b8b941f74baa0004dfcc3194167f062d120461f45b5915e6eba259d8
92,11,-1.98,0.408,2.2,0.0,0.436,-1.932,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0092.png,True,648,27893193e35f0f86d8da9e48636130549c4fd8c98688d32b733fbbe75eb3c43d
93,11,-2.04,0.384,2.2,0.0,0.428,-1.836,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0093.png,True,655,b0c821e1c64de14b1be579faed7aa47981fd1b8238b2284a1208b3fb9545c587
94,11,-2.1,0.36,2.2,0.0,0.42,-1.74,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0094.png,True,662,70cbebf4c454c166f9bfec9e427b40c6b4bdecf9205ac4fa342d078ed22eda2c
95,11,-2.16,0.33599999999999997,2.2,0.0,0.412,-1.644,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0095.png,True,669,7d5013f4c55046b07eef7dea4d7998837caa81802680f2727271edcf84c4bfe5
96,11,-2.2199999999999998,0.312,2.2,0.0,0.404,-1.548,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0096.png,True,676,b611948784e67c3fd05d91254bf13e6f02a91528389df6ae5196921812f98dc9
97,11,-2.2800000000000002,0.288,2.2,0.0,0.396,-1.452,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0097.png,True,683,2cb351cadd9876e93008ee8c4565c70e0d26f2be14b341f72c692ed72e6ded84
98,11,-2.34,0.26399999999999996,2.2,0.0,0.388,-1.3559999999999999,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0098.png,True,689,de931d0ed2aa55612f5cee79d345c5a560aa318f1cc2026d947ad8b21a576058
99,11,-2.4,0.24,2.2,0.0,0.38,-1.26,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0099.png,True,696,f14ab653f649a414e046d4f505e06dc78a813978ce45015d36469955922611e0
100,11,-2.46,0.21599999999999997,2.2,0.0,0.372,-1.164,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0100.png,True,703,e41b4417bd3ebc032e9cd9844f2024106e526f11d6147e298a20c82ec3b594be
101,11,-2.52,0.19199999999999995,2.2,0.0,0.364,-1.0679999999999998,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0101.png,True,711,8edefcad13715dec12dfb359b7baead167b610ca6ebbb56bd4cc49f2b20a2020
102,11,-2.58,0.16799999999999998,2.2,0.0,0.356,-0.972,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0102.png,True,718,96d05aefcc342010c31af9d7fcb4c354f5ae7e6a16afa191a6daf121cfebd059
103,11,-2.64,0.14400000000000002,2.2,0.0,0.348,-0.8759999999999999,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0103.png,True,725,939d3a05697a201382fa4f0cde5761bece4f363ee9a2127a62b60a51527634bd
104,11,-2.7,0.12,2.2,0.0,0.33999999999999997,-0.7799999999999998,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0104.png,True,733,91e07d4c35c913a8b2944747ebdcb73e00b00264b169698d8a010d58b61778c1
105,11,-2.76,0.09599999999999997,2.2,0.0,0.33199999999999996,-0.6840000000000002,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0105.png,True,740,931565dc822bd46e7363bcfa75c11a6d688ff4c445ad96e96e051375016e54a7
106,11,-2.8200000000000003,0.07199999999999995,2.2,0.0,0.32399999999999995,-0.5879999999999996,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0106.png,True,747,eec37e4d65224fb478f1b27ade4ca46a5447a61fbd10e7eaaa10d8ad1793270a
107,11,-2.88,0.04799999999999993,2.2,0.0,0.31599999999999995,-0.49199999999999955,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0107.png,True,754,382bf722f2b43903da9d0359508322b7d74df59b40d67c5a778aa17a87dd54fd
108,11,-2.94,0.02400000000000002,2.2,0.0,0.308,-0.3959999999999999,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0108.png,True,761,02a311b89650c65f3813d656d59b47826a0b2190adcf4b485ec545a2b34ffaf8
109,12,-3.0,0.0,2.2,0.0,0.3,-0.3,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0109.png,True,768,338a78e9cdc58e09c32e601b4a7e425fc469a01e56562db43d123882da20e7bf
110,12,-2.9,0.0,2.2,0.0,0.32999999999999996,-0.19999999999999998,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0110.png,True,774,0864fd1daf2da9b22c10c30f669aec3699878d8a4182b58a64e00980b14dc8b0
111,12,-2.8,0.0,2.2,0.0,0.36,-0.09999999999999998,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0111.png,True,781,f8e2d0ee452666ec097c8674dbc564a5a9f1bff7f05a5d13a42b5732f629313b
112,12,-2.7,0.0,2.2,0.0,0.39,0.0,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0112.png,True,788,d350fc91eda84e9b3be6c40f5b47403bf972147f070015f1a34e7c99e5434c0a
113,12,-2.6,0.0,2.2,0.0,0.42,0.10000000000000003,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0113.png,True,795,5d43998d3be6b3d7493faca5ae35c987cb9f34a1e5376e73b0c28e33fa40b5d3
114,12,-2.5,0.0,2.2,0.0,0.44999999999999996,0.2,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0114.png,True,807,f87e81bc47590767bdc043a90de1ce2b6b7ebc5a5d1c02a40ee81180485540aa
115,12,-2.4,0.0,2.2,0.0,0.48,0.3,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0115.png,True,814,3aac716862b1d96ba0ae1536c2507c9de27f61ceca531292211a6dba2933ba91
116,12,-2.3,0.0,2.2,0.0,0.51,0.39999999999999997,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0116.png,True,821,d6d560b6803febf801d39aa641152295685a289ca73b85e770b607e53a35688c
117,12,-2.2,0.0,2.2,0.0,0.54,0.5,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0117.png,True,828,75a72d3a30eb1e3e4d2184215bbf9e05367b2c1e87c00cb2e420df3e53dce243
118,12,-2.1,0.0,2.2,0.0,0.5700000000000001,0.6000000000000001,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0118.png,True,835,20e9059c76ccd6c45cba2c66f58bf2267e949c9288268c63820e04c16a9df4ee
119,13,-2.0,0.0,2.2,0.0,0.6,0.7,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0119.png,True,842,8c776e27d80fd76a0a07a5d73251c3abe4dbcacab03b8077abb82db1fd491de8
120,13,-1.86,0.0,2.2,0.0,0.5499999999999999,0.71,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0120.png,True,849,463869ba750ce5eedc9a1e1a9db113fbe4808a1a5a9ddf53d225d6fe75a61759
121,13,-1.72,0.0,2.2,0.0,0.5,0.72,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0121.png,True,856,8ecf30573d1e887a5d6bb4ac8760977224c6a98a20e8451744aa4f6094a768d8
122,13,-1.58,0.0,2.2,0.0,0.44999999999999996,0.73,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0122.png,True,863,f2da28bdfc7dc8fb0e152c6bb843ed401873fb9d9d4cf85b0bc6277626cb73ef
123,13,-1.44,0.0,2.2,0.0,0.39999999999999997,0.74,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0123.png,True,869,d00bbf3183c095a3ffe9d6a286e4eae62804dad7cc5efa71c553917b531d6622
124,13,-1.3,0.0,2.2,0.0,0.35,0.75,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0124.png,True,876,0dee26947f37878f7aa6a2de6d64f2e7ae1386b87b7e37158335315e3c5625ba
125,13,-1.1600000000000001,0.0,2.2,0.0,0.3,0.76,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0125.png,True,883,36e995de714ad5686444837119a0d9584426dd46a571519f1320dec5c8f676e7
126,13,-1.02,0.0,2.2,0.0,0.25,0.77,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0126.png,True,890,959dc28d02f57b7904bedb477c5a657b4a6ee7c2a22ce91e8b9314b0ac237484
127,13,-0.8800000000000001,0.0,2.2,0.0,0.19999999999999996,0.78,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0127.png,True,897,cd7e437d9fcf03d9ddc55e10a0331214c0c20477d666cb2e88bb6329200a68b2
128,13,-0.74,0.0,2.2,0.0,0.14999999999999997,0.79,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0128.png,True,904,ddf78481827556dee196ce8a35aa15980a08c5a5410a320ea88a7cd46531aafd
129,14,-0.6,0.0,2.2,0.0,0.1,0.8,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0129.png,True,911,9b345810a74ee307f138e8e71ddace99ea52db93b8e4a73b9628559e62d4d06a
130,14,-0.55,0.0,2.2,0.0,0.125,0.7250000000000001,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0130.png,True,918,69f79b1cd1cd051950d23f2ccfa111c613688bd816b24af559fdf995dd68471b
131,14,-0.5,0.0,2.2,0.0,0.15000000000000002,0.65,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0131.png,True,925,a6e5c06a239abb64f9b417d37da40e24ffe0f6c2f254c7de1e9f3106795ea51a
132,14,-0.45,0.0,2.2,0.0,0.17500000000000002,0.575,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0132.png,True,932,ce4c767d573ca46e9e2ee4ae92cd21ac8896e606c1ddb074f61f789a56257a0d
133,15,-0.4,0.0,2.2,0.0,0.2,0.5,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0133.png,True,939,f11a62319e486bd7810622470d2b500908d54b3eb1f7dc240f1cb88f097412ea
134,15,-0.35555555555555557,0.0,2.2,0.0,0.22222222222222224,0.4,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0134.png,True,946,4159b4ec1dbf5999d65be5eb16387c5e7c35cd800dbb9ee3128414d3b63bc974
135,15,-0.3111111111111111,0.0,2.2,0.0,0.24444444444444446,0.30000000000000004,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0135.png,True,952,f461f395940af36583b6e3e34f51356a3515024cd827ccc805eacf2d6aaa99c1
136,15,-0.2666666666666667,0.0,2.2,0.0,0.26666666666666666,0.2,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0136.png,True,959,573fb56346eebf40b2fc2329688aa9be056cac8ba1e68f57f2aea52daca42f6c
137,15,-0.22222222222222224,0.0,2.2,0.0,0.2888888888888889,0.10000000000000003,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0137.png,True,966,56c20873e2a651d04654f2ff138219721d3a3d4790c3039dc09d98ef8c0d63af
138,15,-0.17777777777777778,0.0,2.2,0.0,0.3111111111111111,0.0,/mnt/c/Users/maxim/Desktop/Application of Robotics and Autonomous Systems/camera-rig-calibration/workspace/temporary_runs/simulation_batch_20260729_004254__route2/input_working/route2/aeeebcb83700/metadata/simulation/moving_route_capture/images/frame_0138.png,True,973,77962e63af959a2ac98a45f719c02c13d9de2d14f9810455b8bba983e9dc9ae0
