stage,key,legacy_rows,wizard_rows,legacy_cols,wizard_cols,count_equal,blob_equal,legacy_blob_sha256,wizard_blob_sha256,detail
keypoints,frame_0057.png,1078,1078,6,6,True,True,bbb682ec2056b7a120f16b4c84733894094fd4f486c7bd8197747b35cef05fc7,bbb682ec2056b7a120f16b4c84733894094fd4f486c7bd8197747b35cef05fc7,per-image SQLite feature record compared by semantic image name
descriptors,frame_0057.png,1078,1078,128,128,True,True,fbdce905824cc5f8be059cb0b3f18943c5ff5a37bbce9e43a4421539dc5ea1d1,fbdce905824cc5f8be059cb0b3f18943c5ff5a37bbce9e43a4421539dc5ea1d1,per-image SQLite feature record compared by semantic image name
keypoints,frame_0058.png,843,843,6,6,True,True,8149a28aaa88c7711b5b261d368f77ff96dd30678d2e531d42feb2627a76c301,8149a28aaa88c7711b5b261d368f77ff96dd30678d2e531d42feb2627a76c301,per-image SQLite feature record compared by semantic image name
descriptors,frame_0058.png,843,843,128,128,True,True,37234f18152c58814eef36f08f04829374da31e110635654afd9325c0183d26a,37234f18152c58814eef36f08f04829374da31e110635654afd9325c0183d26a,per-image SQLite feature record compared by semantic image name
keypoints,frame_0059.png,849,849,6,6,True,True,a67c5b9cf4ae3dfa2c3dcd07a5929bd90e18a6141ee030ca70940a41f712e405,a67c5b9cf4ae3dfa2c3dcd07a5929bd90e18a6141ee030ca70940a41f712e405,per-image SQLite feature record compared by semantic image name
descriptors,frame_0059.png,849,849,128,128,True,True,e2b1be2bf11f3de4762724f419db2dbd8e6979236724da7eaaf57af634a8cbae,e2b1be2bf11f3de4762724f419db2dbd8e6979236724da7eaaf57af634a8cbae,per-image SQLite feature record compared by semantic image name
keypoints,frame_0060.png,696,696,6,6,True,True,57a7a1902d8a2f774afce233d2554022294cbd9bfea62540b24f4e96f5c88afd,57a7a1902d8a2f774afce233d2554022294cbd9bfea62540b24f4e96f5c88afd,per-image SQLite feature record compared by semantic image name
descriptors,frame_0060.png,696,696,128,128,True,True,4932e7a45fd8f011b37eb2f0225a5fd5d6fc7c4248920fa214d5bd4eae94ee33,4932e7a45fd8f011b37eb2f0225a5fd5d6fc7c4248920fa214d5bd4eae94ee33,per-image SQLite feature record compared by semantic image name
keypoints,frame_0061.png,676,676,6,6,True,True,dcfb4e0f8c21d3893ffd8e2162b8393ab5e2710b4255a6db5904d9359637bb2b,dcfb4e0f8c21d3893ffd8e2162b8393ab5e2710b4255a6db5904d9359637bb2b,per-image SQLite feature record compared by semantic image name
descriptors,frame_0061.png,676,676,128,128,True,True,7c00fa38bdd366db3613740f972df90219c3ab946df425684fa07661649a2894,7c00fa38bdd366db3613740f972df90219c3ab946df425684fa07661649a2894,per-image SQLite feature record compared by semantic image name
keypoints,frame_0062.png,625,625,6,6,True,True,51eede059ca6ba98e3da10912005253c4d1aeb5fbfff39d218b5b46525885d17,51eede059ca6ba98e3da10912005253c4d1aeb5fbfff39d218b5b46525885d17,per-image SQLite feature record compared by semantic image name
descriptors,frame_0062.png,625,625,128,128,True,True,f26b37fe14d3c00f0a4285e3d55ed848996e280d9743961b30b380e2e3e6ea4e,f26b37fe14d3c00f0a4285e3d55ed848996e280d9743961b30b380e2e3e6ea4e,per-image SQLite feature record compared by semantic image name
keypoints,frame_0063.png,827,827,6,6,True,True,b58ef2999b8a836fc920994ae2b8a4ac6cf9cd622f5188d791314b0e1734fb28,b58ef2999b8a836fc920994ae2b8a4ac6cf9cd622f5188d791314b0e1734fb28,per-image SQLite feature record compared by semantic image name
descriptors,frame_0063.png,827,827,128,128,True,False,20711eea25c455c4a7ec452b9920ea8d48a6bc2f3a63bafac199b2ba4b4c94b6,223803f1fe118f7bfeb00b12263fa6039cf3b908599701268dcd5cd5846547c5,per-image SQLite feature record compared by semantic image name
keypoints,frame_0064.png,679,679,6,6,True,True,6f6e3adb0b59e542490fe64050b61b98b6ddc1265a85e9f24dcc728a4b6c910a,6f6e3adb0b59e542490fe64050b61b98b6ddc1265a85e9f24dcc728a4b6c910a,per-image SQLite feature record compared by semantic image name
descriptors,frame_0064.png,679,679,128,128,True,False,744fe313c04e650c4578b431fff603c17126763867bdaad9c1aa841bb1d87a16,4cd68c13c1815ac5e27cc5d6754c026fa8673d63bda4c4ebdf9d08b3ceb770cc,per-image SQLite feature record compared by semantic image name
keypoints,frame_0065.png,768,768,6,6,True,True,bbfa7684f79585ed912c978f0dabb8fadf133a19033560c08d19aa1566eb0974,bbfa7684f79585ed912c978f0dabb8fadf133a19033560c08d19aa1566eb0974,per-image SQLite feature record compared by semantic image name
descriptors,frame_0065.png,768,768,128,128,True,False,cb15fc07fe2516477818b84754b0fe5a21eda866431e3843f9b84cddaddd3fde,a7b6e41bb70a6d125525d57adead3f66f5dcbd8ef50c8163e5a4e813fd904e5c,per-image SQLite feature record compared by semantic image name
keypoints,frame_0066.png,994,994,6,6,True,True,bc116a35c8f3938b7113f8ef1711a11c8175615d455a67424d56f24d8510c7f7,bc116a35c8f3938b7113f8ef1711a11c8175615d455a67424d56f24d8510c7f7,per-image SQLite feature record compared by semantic image name
descriptors,frame_0066.png,994,994,128,128,True,True,0521bbdc881b1842fc9dd9a8dd4a1ae9bbc8fac5a4bcd39ec75d99b63bd7b0f5,0521bbdc881b1842fc9dd9a8dd4a1ae9bbc8fac5a4bcd39ec75d99b63bd7b0f5,per-image SQLite feature record compared by semantic image name
keypoints,frame_0067.png,1144,1144,6,6,True,True,19c1329b8e3c760144e54cd0a15474d869136bd05ba3629b170fe9f98ce25b86,19c1329b8e3c760144e54cd0a15474d869136bd05ba3629b170fe9f98ce25b86,per-image SQLite feature record compared by semantic image name
descriptors,frame_0067.png,1144,1144,128,128,True,False,0bee9f655acb5536339c3119a69f1d5e69cd406b53810b46583be777bc6ada13,cfa0ebfb9c51dbaca9ee6cb64509353ab204cfc2122d3205c6367397aa76e510,per-image SQLite feature record compared by semantic image name
keypoints,frame_0068.png,1277,1277,6,6,True,True,37cf273d1e5ce602c9b85c7dff63d20bf2296d3a33e055ede248213f356f1866,37cf273d1e5ce602c9b85c7dff63d20bf2296d3a33e055ede248213f356f1866,per-image SQLite feature record compared by semantic image name
descriptors,frame_0068.png,1277,1277,128,128,True,True,18dd4b24fcf24250e6bca7698cb7d5a908be0a726b6926d9bd416451aef0bc33,18dd4b24fcf24250e6bca7698cb7d5a908be0a726b6926d9bd416451aef0bc33,per-image SQLite feature record compared by semantic image name
keypoints,frame_0069.png,1312,1312,6,6,True,True,917585329b94768d1f41922df951b765cb4d93c714a6c4b086006f7491d7339b,917585329b94768d1f41922df951b765cb4d93c714a6c4b086006f7491d7339b,per-image SQLite feature record compared by semantic image name
descriptors,frame_0069.png,1312,1312,128,128,True,True,23c0100eae41dd5f21ada585664309463bc7a8c895c8ba62450dffdb1315b0d2,23c0100eae41dd5f21ada585664309463bc7a8c895c8ba62450dffdb1315b0d2,per-image SQLite feature record compared by semantic image name
keypoints,frame_0070.png,1392,1392,6,6,True,True,e235189334b7fc59b23f22a1a6d19cc92a9f3338d341607cb6c25af7c85d18b9,e235189334b7fc59b23f22a1a6d19cc92a9f3338d341607cb6c25af7c85d18b9,per-image SQLite feature record compared by semantic image name
descriptors,frame_0070.png,1392,1392,128,128,True,False,4bf3f75a6957e6be5ff45d8f3097a9f05d768d01d13665d12f13335cea2697c8,a0905cc8791ee2e281ca93fa761d6393d6b6d0e6579578b23f6438539bd4c271,per-image SQLite feature record compared by semantic image name
keypoints,frame_0071.png,1563,1563,6,6,True,True,bcdffddff80fb559f65a2b4d318d7760d887c70a9e115a1076bf369458676f32,bcdffddff80fb559f65a2b4d318d7760d887c70a9e115a1076bf369458676f32,per-image SQLite feature record compared by semantic image name
descriptors,frame_0071.png,1563,1563,128,128,True,False,215a984ca0eb90c12a62c77563db58fbd99b7463090db4d6eaa42ae17833b4ff,dcc5bfbc92fc6c4eb0cd8eeaa2304e3779b7916f137eda1a2e090d617d6aa51c,per-image SQLite feature record compared by semantic image name
keypoints,frame_0072.png,1440,1440,6,6,True,True,32b3f4084b5df69cd3131de2ca2f3333e3acd5b9843f9bd595e6da3839aae6cc,32b3f4084b5df69cd3131de2ca2f3333e3acd5b9843f9bd595e6da3839aae6cc,per-image SQLite feature record compared by semantic image name
descriptors,frame_0072.png,1440,1440,128,128,True,False,55b732b885ba56495b20c81814d99d170068c38edd09a1bdbb333a67640fe4a6,3b758ba203b59783fa58a6a4f4efcd5ff31a1615ebf631aef48b41b32df32ea3,per-image SQLite feature record compared by semantic image name
keypoints,frame_0073.png,1413,1413,6,6,True,True,bbbaf85a550269c1b1bdc24e4669026745fa6eafad19c2dd415d3899d9af99b3,bbbaf85a550269c1b1bdc24e4669026745fa6eafad19c2dd415d3899d9af99b3,per-image SQLite feature record compared by semantic image name
descriptors,frame_0073.png,1413,1413,128,128,True,False,1de188daf2f8e5e5575d18b52db7c59e35b23f825aaa21019c2d9a89249ea41e,5d075ba8247ed9b94cde1e843fe9c65769a40f75b9286011cad2e342a93f2242,per-image SQLite feature record compared by semantic image name
keypoints,frame_0074.png,1065,1065,6,6,True,True,d5be177fa95128948f2b3500cb03334afb7369121aeedd9b40c832b46065e8cf,d5be177fa95128948f2b3500cb03334afb7369121aeedd9b40c832b46065e8cf,per-image SQLite feature record compared by semantic image name
descriptors,frame_0074.png,1065,1065,128,128,True,True,e8a17bc928c44a2baf04ff09dbf3767b1effd41d6e72a30c3217bd3ff8318bd5,e8a17bc928c44a2baf04ff09dbf3767b1effd41d6e72a30c3217bd3ff8318bd5,per-image SQLite feature record compared by semantic image name
keypoints,frame_0075.png,947,947,6,6,True,True,1620386464f9f8f8412100ab766dbb18bc7a73146d2f758ed4f59bbc62fa15e4,1620386464f9f8f8412100ab766dbb18bc7a73146d2f758ed4f59bbc62fa15e4,per-image SQLite feature record compared by semantic image name
descriptors,frame_0075.png,947,947,128,128,True,False,2e1155a2ba2370ac472f6ecb0718f4f3d5a5042fdf94eb5f22a0dfdda4654c27,d92a29d1478675c95604b16642dd57962bc50310530f8678eccf604e734b6dc3,per-image SQLite feature record compared by semantic image name
keypoints,frame_0076.png,842,842,6,6,True,True,88948613eb8860027c34874cc2c284667956151ca1ace1d5bc62a762e3edb55f,88948613eb8860027c34874cc2c284667956151ca1ace1d5bc62a762e3edb55f,per-image SQLite feature record compared by semantic image name
descriptors,frame_0076.png,842,842,128,128,True,True,0855f8e059c749106f0329ed45de3f4ac4632e2c7984a1890885972591354550,0855f8e059c749106f0329ed45de3f4ac4632e2c7984a1890885972591354550,per-image SQLite feature record compared by semantic image name
keypoints,frame_0077.png,1041,1041,6,6,True,True,1a866ad879923ae76ee4127011bb6a98dcf57c99b0c2fa2b6ed1db7d53040886,1a866ad879923ae76ee4127011bb6a98dcf57c99b0c2fa2b6ed1db7d53040886,per-image SQLite feature record compared by semantic image name
descriptors,frame_0077.png,1041,1041,128,128,True,False,15ded985eb392462427e77b41032157f95a18786a84729edf5bb35d1d7578c3c,91501061a9cc30f2cc04c7599c7fbd81442a3f3494f785f3f67fa0100140e55e,per-image SQLite feature record compared by semantic image name
keypoints,frame_0078.png,1138,1138,6,6,True,True,44fa53afbcb92d79d66dda23bcb09554b913118d2dbeff32329dcf7c10ced2cb,44fa53afbcb92d79d66dda23bcb09554b913118d2dbeff32329dcf7c10ced2cb,per-image SQLite feature record compared by semantic image name
descriptors,frame_0078.png,1138,1138,128,128,True,True,d318d884f926933d219dbd10ca2d796db5856b0405a6ecbc415d574a58f4925d,d318d884f926933d219dbd10ca2d796db5856b0405a6ecbc415d574a58f4925d,per-image SQLite feature record compared by semantic image name
keypoints,frame_0079.png,898,898,6,6,True,True,e34b958426b3e9127b52972184b3d40e37a93c74c0c79310d84d8d6a515eedeb,e34b958426b3e9127b52972184b3d40e37a93c74c0c79310d84d8d6a515eedeb,per-image SQLite feature record compared by semantic image name
descriptors,frame_0079.png,898,898,128,128,True,True,7ebeb4d65d87a66d0896f14089e9ab31d1ce8e203e43ec8ae8d9d46714e5f9ca,7ebeb4d65d87a66d0896f14089e9ab31d1ce8e203e43ec8ae8d9d46714e5f9ca,per-image SQLite feature record compared by semantic image name
keypoints,frame_0080.png,603,603,6,6,True,True,8013726e63c8754fcf5d2d9a95540166b2ac2a77291c4c39c971dd7f5410f0f1,8013726e63c8754fcf5d2d9a95540166b2ac2a77291c4c39c971dd7f5410f0f1,per-image SQLite feature record compared by semantic image name
descriptors,frame_0080.png,603,603,128,128,True,True,48517e19a5ce0d83706b8cc166a349cf6229fe48dae35273fd7b96941f333658,48517e19a5ce0d83706b8cc166a349cf6229fe48dae35273fd7b96941f333658,per-image SQLite feature record compared by semantic image name
keypoints,frame_0081.png,617,617,6,6,True,True,d52aca2ca389bf518406b3c08581bb9db4df0f894e8199024f9ef1351367d6e3,d52aca2ca389bf518406b3c08581bb9db4df0f894e8199024f9ef1351367d6e3,per-image SQLite feature record compared by semantic image name
descriptors,frame_0081.png,617,617,128,128,True,False,09c174483ab5dcc56450e6f6de21132487892bc2a12548abd289e5b7a6d39bb0,403914c42390a9b2a50327f5d56f8320ab3a21154b138e6a26296f95b0257d00,per-image SQLite feature record compared by semantic image name
keypoints,frame_0082.png,602,602,6,6,True,True,6dc12864e5930cdab37cf948fad96e6eba468752ba7e62e55610f91de68bb018,6dc12864e5930cdab37cf948fad96e6eba468752ba7e62e55610f91de68bb018,per-image SQLite feature record compared by semantic image name
descriptors,frame_0082.png,602,602,128,128,True,True,7cae8afe63c75411ee3c3f75b0e043f79c7c9c6ed93aa11cce7c234cb9522b05,7cae8afe63c75411ee3c3f75b0e043f79c7c9c6ed93aa11cce7c234cb9522b05,per-image SQLite feature record compared by semantic image name
keypoints,frame_0083.png,556,556,6,6,True,True,38a88620bb3536fef8d35db11bbd313e74a73aaa60dbf246bd7719aebc99b3c5,38a88620bb3536fef8d35db11bbd313e74a73aaa60dbf246bd7719aebc99b3c5,per-image SQLite feature record compared by semantic image name
descriptors,frame_0083.png,556,556,128,128,True,True,f87acdd0b3cfa7b7fda1a7681128ad3551ad068d71a746895000bb0bf0b5d732,f87acdd0b3cfa7b7fda1a7681128ad3551ad068d71a746895000bb0bf0b5d732,per-image SQLite feature record compared by semantic image name
keypoints,frame_0084.png,519,519,6,6,True,True,e290d0f9de896089b2f6fdf5993c2522435bda93e5b9df19ec55a050469784f4,e290d0f9de896089b2f6fdf5993c2522435bda93e5b9df19ec55a050469784f4,per-image SQLite feature record compared by semantic image name
descriptors,frame_0084.png,519,519,128,128,True,False,fc430dc0a6147029f1c8681084c7ac19571c7b801c3ebcb4d0df85401dfff37b,55edaae53986733e24f1a9ee6d25491a941e4b7b6a01b214085c4b8d7d0561ac,per-image SQLite feature record compared by semantic image name
keypoints,frame_0085.png,516,516,6,6,True,True,b3f3f3ebdc76beda4c05522eaca93f3068d5ae9c4f9ba272fab3a04d47e385de,b3f3f3ebdc76beda4c05522eaca93f3068d5ae9c4f9ba272fab3a04d47e385de,per-image SQLite feature record compared by semantic image name
descriptors,frame_0085.png,516,516,128,128,True,False,c90b5916ee9877e901ba474fbf4055c947ce58d57e94fb61ceb7a8a45beef70c,d8d4945e097ef8c060d06f335fd368b0af47924427946f643097755637426b41,per-image SQLite feature record compared by semantic image name
keypoints,frame_0086.png,365,365,6,6,True,True,a3b272aa18c631d66241d1cd053ef24c60e8dbf541ab1e6c2009a3102744e915,a3b272aa18c631d66241d1cd053ef24c60e8dbf541ab1e6c2009a3102744e915,per-image SQLite feature record compared by semantic image name
descriptors,frame_0086.png,365,365,128,128,True,True,6f481a206a577cc1ef2b659f0c446b5d19e5c9baf38a1caa376f52be4414f70e,6f481a206a577cc1ef2b659f0c446b5d19e5c9baf38a1caa376f52be4414f70e,per-image SQLite feature record compared by semantic image name
keypoints,frame_0087.png,340,340,6,6,True,True,0392f61a982b7252295ed92a0d08ad9a0640cf0a5a9259baf0986e681b4dca24,0392f61a982b7252295ed92a0d08ad9a0640cf0a5a9259baf0986e681b4dca24,per-image SQLite feature record compared by semantic image name
descriptors,frame_0087.png,340,340,128,128,True,True,fe26256aff9a7e82ce193568d982953a560215e1a39ff1cef0c30ff5e4e8170e,fe26256aff9a7e82ce193568d982953a560215e1a39ff1cef0c30ff5e4e8170e,per-image SQLite feature record compared by semantic image name
keypoints,frame_0088.png,249,249,6,6,True,True,b64e93f8bfdf42dd15fd3eeca6f4e0909bc52c3acf528ea6721a11c982f194e7,b64e93f8bfdf42dd15fd3eeca6f4e0909bc52c3acf528ea6721a11c982f194e7,per-image SQLite feature record compared by semantic image name
descriptors,frame_0088.png,249,249,128,128,True,False,11cdb1efc1b0e3935a84debb18abf789b5e026a5cf6c583fa191ba0ee41b6992,cc6cf6094dadf60e87643636e13297c925a9c2ea248d99d56194bb834d6d755b,per-image SQLite feature record compared by semantic image name
keypoints,frame_0089.png,161,161,6,6,True,True,a4e8a1b017cca52affebb01f678e562ea2a7e4424d6407bbd449d8addbf2915f,a4e8a1b017cca52affebb01f678e562ea2a7e4424d6407bbd449d8addbf2915f,per-image SQLite feature record compared by semantic image name
descriptors,frame_0089.png,161,161,128,128,True,True,8ab2183b3e7b8f1e27adb3307b37b7a97a6159dd7ec9981b9c9a59523f8b7095,8ab2183b3e7b8f1e27adb3307b37b7a97a6159dd7ec9981b9c9a59523f8b7095,per-image SQLite feature record compared by semantic image name
keypoints,frame_0090.png,152,152,6,6,True,True,19181e055f1152f000e4ceb81de412d819d3aad1916053139676aa447b9f4d96,19181e055f1152f000e4ceb81de412d819d3aad1916053139676aa447b9f4d96,per-image SQLite feature record compared by semantic image name
descriptors,frame_0090.png,152,152,128,128,True,True,d9276531daecfaf40c61f45c3aaccf222077d84ac78e0a3fe79df2b8ad470778,d9276531daecfaf40c61f45c3aaccf222077d84ac78e0a3fe79df2b8ad470778,per-image SQLite feature record compared by semantic image name
keypoints,frame_0091.png,181,181,6,6,True,True,eb1e663889f8cf485150d8541cb2d287e95d4264085264197064ac2352a8da9c,eb1e663889f8cf485150d8541cb2d287e95d4264085264197064ac2352a8da9c,per-image SQLite feature record compared by semantic image name
descriptors,frame_0091.png,181,181,128,128,True,True,94169e97d27c60dc4e599d5ea4f9c3cff67bde764b42501d9529d593fad30600,94169e97d27c60dc4e599d5ea4f9c3cff67bde764b42501d9529d593fad30600,per-image SQLite feature record compared by semantic image name
